15120	1.847989	1.036075
15184	1.636882	1.044975
15248	1.658220	1.053856
15312	1.836557	1.062706
15376	1.694673	1.071291
15440	1.878791	1.080322
15504	1.855146	1.090600
15568	1.720638	1.098396
15632	1.735195	1.107565
15696	1.867901	1.116563
15760	1.999686	1.125680
15824	1.816506	1.134978
15888	1.771773	1.144176
15952	1.917806	1.179149
16016	1.875128	1.188980
16080	1.925571	1.172004
16144	1.914036	1.181149
15120	1.734170	1.036324
15184	1.637509	1.044800
15248	1.656068	1.053786
15312	1.835643	1.062439
15376	1.691840	1.071854
15440	1.701315	1.080517
15504	1.855893	1.089543
15568	1.720656	1.098495
15632	1.740379	1.107340
15696	1.870512	1.116509
15760	1.833505	1.125490
15824	1.815852	1.160296
15888	1.772271	1.144032
15952	1.922656	1.153378
16016	1.879400	1.162420
16080	1.924902	1.172110
16144	1.912726	1.181171
15120	1.734659	1.035983
15184	1.635096	1.067169
15248	1.656300	1.053598
15312	1.835057	1.062496
15376	1.694033	1.071497
15440	1.709056	1.103562
15504	1.854786	1.089333
15568	1.720132	1.122776
15632	1.735469	1.131578
15696	1.870339	1.116510
15760	1.840642	1.125933
15824	1.817104	1.134444
15888	1.769038	1.143895
15952	1.921089	1.153113
16016	1.877141	1.162584
16080	1.925596	1.172120
16144	1.911851	1.181279
15120	1.731276	1.036070
15184	1.638423	1.044893
15248	1.655780	1.076457
15312	1.928572	1.062537
15376	1.694315	1.071874
15440	1.879293	1.080416
15504	1.854247	1.089520
15568	1.720445	1.098376
15632	1.733065	1.132057
15696	1.871146	1.141238
15760	1.835413	1.125574
15824	1.814701	1.135055
15888	1.768423	1.143857
15952	1.920541	1.153436
16016	1.877362	1.162493
16080	1.924405	1.171916
16144	1.912262	1.181434
15120	1.734237	1.036196
15184	1.802105	1.044992
15248	1.654564	1.053815
15312	1.834251	1.062457
15376	1.694475	1.095147
15440	1.706014	1.080645
15504	1.852188	1.089579
15568	1.718806	1.099545
15632	1.735744	1.107353
15696	1.870410	1.116607
15760	1.835655	1.149926
15824	1.816992	1.134748
15888	1.768391	1.144050
15952	1.922992	1.153256
16016	2.059683	1.162539
16080	1.924972	1.171803
16144	1.911867	1.181353
15120	1.847358	1.059252
15184	1.637871	1.045037
15248	1.656351	1.053886
15312	1.835544	1.062596
15376	1.694476	1.071791
15440	1.703995	1.080426
15504	1.856925	1.114124
15568	1.720573	1.098515
15632	1.735488	1.107391
15696	1.870782	1.116504
15760	1.833077	1.125552
15824	1.817151	1.134822
15888	1.774483	1.169949
15952	1.921161	1.153331
16016	1.877275	1.189016
16080	1.925006	1.171792
16144	1.917301	1.181262
15120	1.732196	1.036138
15184	1.634898	1.067900
15248	1.653269	1.053833
15312	1.835080	1.062796
15376	1.693757	1.071584
15440	1.704075	1.080501
15504	1.854594	1.089412
15568	1.720845	1.098468
15632	1.897225	1.107513
15696	1.869834	1.116410
15760	1.835817	1.125714
15824	1.814139	1.134719
15888	1.769098	1.144065
15952	1.920809	1.153538
16016	2.059706	1.188537
16080	1.924276	1.172037
16144	1.912371	1.181395
15120	1.733420	1.063559
15184	1.638183	1.044872
15248	1.653727	1.053555
15312	1.834965	1.062631
15376	1.694795	1.071439
15440	1.701616	1.080092
15504	1.854685	1.089455
15568	1.907629	1.122929
15632	1.735384	1.107331
15696	1.870950	1.116596
15760	1.836282	1.125842
15824	1.820915	1.134562
15888	1.766200	1.144132
15952	1.921031	1.153181
16016	1.877983	1.162390
16080	1.924309	1.171942
16144	1.917336	1.208204
15120	1.733335	1.058226
15184	1.638130	1.044906
15248	1.655962	1.053653
15312	1.835017	1.062766
15376	1.694303	1.071544
15440	1.711665	1.080379
15504	1.855745	1.089518
15568	1.720338	1.098491
15632	1.735183	1.107515
15696	1.871120	1.116747
15760	2.002780	1.125704
15824	1.818361	1.161229
15888	1.768872	1.144072
15952	1.921966	1.153358
16016	1.877595	1.162443
16080	1.924696	1.172096
16144	1.912351	1.182583
15120	1.733815	1.036376
15184	1.635706	1.069019
15248	1.653239	1.053726
15312	1.835391	1.062849
15376	1.695196	1.071450
15440	1.704198	1.080440
15504	1.965625	1.089815
15568	1.720742	1.098462
15632	1.735310	1.107694
15696	1.870701	1.116707
15760	1.836603	1.125905
15824	1.817091	1.134717
15888	1.916769	1.144085
15952	1.921953	1.153177
16016	1.877498	1.162552
16080	1.924048	1.171907
16144	1.913051	1.182588
15120	1.734007	1.036354
15184	1.637679	1.069757
15248	1.656266	1.053771
15312	1.835092	1.086225
15376	1.694712	1.071655
15440	1.703860	1.104252
15504	1.854887	1.089489
15568	1.720326	1.122594
15632	1.735068	1.132446
15696	1.870655	1.116624
15760	1.835138	1.125581
15824	1.816731	1.160700
15888	1.769182	1.171652
15952	1.921961	1.153386
16016	1.878709	1.189384
16080	1.925962	1.201458
16144	1.912697	1.181171
15120	1.733677	1.036284
15184	1.637441	1.045140
15248	1.656472	1.053777
15312	1.926769	1.087289
15376	1.868184	1.071414
15440	1.877782	1.080588
15504	1.854680	1.089428
15568	1.720173	1.098377
15632	1.735664	1.107451
15696	1.870679	1.116740
15760	1.835035	1.125921
15824	1.817661	1.135008
15888	1.768528	1.143913
15952	1.918239	1.153528
16016	1.877088	1.162820
16080	1.924400	1.173348
16144	1.912049	1.208649
15120	1.733698	1.036132
15184	1.636827	1.044725
15248	1.655809	1.053754
15312	1.835803	1.062556
15376	1.691155	1.071635
15440	1.701183	1.080345
15504	1.859376	1.089224
15568	1.720169	1.098299
15632	1.734961	1.107434
15696	2.002908	1.116475
15760	1.834447	1.125589
15824	1.816942	1.134848
15888	1.916015	1.144114
15952	1.927053	1.153280
16016	1.878908	1.162486
16080	1.924581	1.171691
16144	1.912445	1.181111
15120	1.731289	1.036125
15184	1.637620	1.045105
