15120 1.556721 1.012119
15184 1.568715 1.021103
15248 1.910154 1.364403
15312 1.596071 1.038626
15376 1.877869 1.385905
15440 1.629829 1.055425
15504 1.967401 1.064285
15568 1.746648 1.421723
15632 1.671189 1.433153
15696 2.014439 1.440699
15760 1.691400 1.099044
15824 1.703735 1.107206
15888 1.712024 1.118382
15952 1.725370 1.493742
16016 1.736849 1.504869
16080 1.756992 1.517314
16144 1.768881 1.153548
15120 1.552475 1.011501
15184 1.573284 1.021351
15248 1.585414 1.030756
15312 1.648866 1.037658
15376 1.609148 1.048285
15440 1.842227 1.056274
15504 1.646166 1.409452
15568 1.641143 1.072436
15632 1.672282 1.432579
15696 1.686190 1.091230
15760 2.036191 1.457060
15824 1.700660 1.107604
15888 2.060503 1.118784
15952 1.726198 1.126445
16016 1.774939 1.135481
16080 1.749755 1.144944
16144 1.766776 1.152132
15120 1.558693 1.012148
15184 1.568218 1.021661
15248 1.589916 1.030113
15312 1.915881 1.038177
15376 1.608576 1.046767
15440 1.619670 1.055197
15504 1.638626 1.064408
15568 1.984157 1.073478
15632 1.662893 1.433577
15696 1.678625 1.089690
15760 2.030474 1.099917
15824 1.701848 1.468065
15888 1.713580 1.166823
15952 2.064670 1.493591
16016 2.091710 1.136002
16080 1.753695 1.144535
16144 1.760764 1.154157
15120 1.558054 1.340838
15184 1.874245 1.020307
15248 1.589691 1.029991
15312 1.597018 1.037817
15376 1.611555 1.045510
15440 1.633316 1.398511
15504 1.973495 1.409458
15568 1.671215 1.073085
15632 1.990818 1.082640
15696 1.675824 1.091732
15760 1.692357 1.458239
15824 1.694889 1.131285
15888 1.706727 1.481503
15952 1.722038 1.125509
16016 1.805850 1.135839
16080 1.755756 1.516180
16144 2.120054 1.153545
15120 1.787277 1.340162
15184 1.886518 1.021253
15248 1.585840 1.030046
15312 1.602735 1.037552
15376 1.936584 1.046122
15440 1.625827 1.251944
15504 1.640337 1.065491
15568 1.661958 1.072346
15632 1.667582 1.080846
15696 1.685712 1.090493
15760 1.691241 1.099176
15824 1.704994 1.468033
15888 1.720061 1.117972
15952 1.730189 1.125991
16016 2.092028 1.504412
16080 1.764032 1.145136
16144 1.768330 1.153258
15120 1.566193 1.340186
15184 1.573217 1.050547
15248 1.588340 1.030003
15312 1.917516 1.037054
15376 1.610421 1.047062
15440 1.943582 1.398566
15504 1.642324 1.064612
15568 1.646917 1.072434
15632 1.920518 1.081424
15696 1.680754 1.090865
15760 1.684838 1.161924
15824 2.053399 1.108870
15888 1.713844 1.480100
15952 1.729679 1.127168
16016 2.084933 1.135726
16080 1.745279 1.145362
16144 2.116675 1.153974
15120 1.839350 1.011580
15184 1.889288 1.019911
15248 1.733752 1.029652
15312 1.601751 1.037860
15376 1.939080 1.385352
15440 1.627150 1.055315
15504 1.643913 1.063783
15568 1.659746 1.375897
15632 1.666733 1.434406
15696 1.690891 1.445579
15760 2.033059 1.300459
15824 1.697395 1.469118
15888 1.717941 1.481613
15952 1.870027 1.127000
16016 1.734520 1.468191
16080 2.098771 1.145426
16144 1.766006 1.276475
15120 1.554746 1.011846
15184 1.885054 1.021545
15248 1.712539 1.029332
15312 1.917226 1.374539
15376 1.946001 1.072710
15440 1.629020 1.055784
15504 1.640882 1.064318
15568 1.660004 1.073263
15632 1.971851 1.082279
15696 1.984271 1.443756
15760 1.690488 1.098981
15824 1.691198 1.108520
15888 2.065074 1.117034
15952 1.723203 1.126417
16016 2.088057 1.134964
16080 1.793314 1.143902
16144 1.769637 1.528272
15120 1.547829 1.012497
15184 1.829342 1.117675
15248 1.894816 1.028657
15312 1.604098 1.037866
15376 1.943631 1.048087
15440 1.627049 1.056327
15504 1.640953 1.063959
15568 1.802903 1.073493
15632 1.993912 1.082127
15696 1.679405 1.090080
15760 1.693227 1.099387
15824 1.702340 1.108615
15888 1.714604 1.118288
15952 1.728000 1.125967
16016 1.737843 1.503486
16080 1.748187 1.517247
16144 1.760004 1.528920
15120 1.872159 1.340487
15184 1.892958 1.351939
15248 1.897251 1.029695
15312 1.598843 1.038576
15376 1.605467 1.046109
15440 1.700925 1.055141
15504 1.977875 1.064874
15568 1.663745 1.422468
15632 1.666784 1.083867
15696 1.686801 1.089334
15760 1.955869 1.100052
15824 1.701131 1.107962
15888 1.712826 1.119396
15952 1.728945 1.126538
16016 1.735672 1.136352
16080 2.108800 1.145283
16144 2.072907 1.153190
